species	n_ir	genome_size_bp	total_ir_span_bp	mean_arm_len_bp	median_arm_len_bp	max_arm_len_bp	mean_span_bp	median_span_bp	max_span_bp	median_spacer_bp	mean_spacer_bp	median_tir_ident	mean_tir_ident	median_score	ir_density_per_mb	n_immediate	prop_immediate	n_spaced	prop_spaced	n_wide	prop_wide	n_overlap	prop_overlap
Hygrocybe_punicea	936	91653896	28339557	1906.0182	964.5	63816	30277.3045	11903.0	238586	8831.0	25910.1806	0.961	0.9326	305.0	10.2123	115	0.1229	764	0.8162	57	0.0609	0	0.0
Hygrohypnum_duriusculum	1783	309396992	98481529	2699.9815	1241.0	90276	55233.6113	31040.0	249017	22758.0	48399.6893	0.956	0.9236	324.0	5.7628	145	0.0813	1308	0.7336	327	0.1834	3	0.0017
Hygromia_cinctella	14187	1440486003	651804207	1800.1967	62.0	116151	45943.7659	28354.0	245025	25261.0	42628.3512	0.779	0.7217	314.0	9.8488	437	0.0308	11865	0.8363	1733	0.1222	152	0.0107
Hylaea_fasciaria	7	1307821	419346	698.5714	843.0	937	59906.5714	29529.0	189911	28579.0	58414.5714	0.999	0.9874	331.0	5.3524	1	0.1429	4	0.5714	2	0.2857	0	0.0
Hylaeus_communis	8	1526905	1003982	7640.375	1540.5	49007	125497.75	140750.5	185320	109410.0	109979.375	0.999	0.9228	329.0	5.2394	0	0.0	3	0.375	5	0.625	0	0.0
Hylaeus_dilatatus	1782	281896408	59527345	1645.9753	743.0	104167	33404.7952	8708.5	247968	4701.5	28186.885	0.972	0.9289	328.0	6.3215	612	0.3434	986	0.5533	183	0.1027	1	0.0006
Hylocomiadelphus_triquetrus	3836	463732772	190878546	2068.8816	728.0	102739	49759.7878	26683.5	243300	17957.0	43690.7125	0.942	0.8995	333.0	8.272	691	0.1801	2482	0.647	612	0.1595	51	0.0133
Hyocomium_armoricum	1905	327561940	107273143	2197.1774	937.0	102538	56311.3612	32590.0	247913	26233.0	51302.6761	0.932	0.9141	333.0	5.8157	180	0.0945	1348	0.7076	371	0.1948	6	0.0031
Hypena_proboscidalis	6501	636487131	320804651	3315.6053	514.0	119977	49346.9699	25043.0	244652	10023.0	36325.7613	0.968	0.8953	332.0	10.2139	2146	0.3301	3484	0.5359	844	0.1298	27	0.0042
Hypera_rumicis	19215	1770582911	857443127	3112.0766	1319.0	122171	44623.634	18726.0	249569	8879.0	33912.7165	0.961	0.9001	341.0	10.8524	6251	0.3253	10430	0.5428	2238	0.1165	296	0.0154
Hypericum_androsaemum	2327	384724543	155367771	3147.0516	929.0	122437	66767.4134	46873.0	248427	37095.0	58756.2922	0.893	0.8523	318.0	6.0485	267	0.1147	1491	0.6407	552	0.2372	17	0.0073
Hypericum_hircinum	2629	418974605	192749548	5484.4234	1289.0	121820	73316.6786	55529.0	248460	36043.0	58868.8806	0.896	0.8533	320.0	6.2748	297	0.113	1679	0.6386	646	0.2457	7	0.0027
Hypericum_hirsutum	1859	332090976	113946620	2544.7434	1157.0	107986	61294.5777	35602.0	246338	27461.0	55217.9801	0.906	0.8824	320.0	5.5979	229	0.1232	1203	0.6471	426	0.2292	1	0.0005
Hypericum_perforatum	5604	975377920	376150333	2342.4358	833.0	123641	67121.7582	46085.5	249498	38554.5	61604.1786	0.887	0.8427	320.0	5.7455	574	0.1024	3567	0.6365	1452	0.2591	11	0.002
Hypericum_pulchrum	2548	364047055	158659797	2667.5659	1054.0	119257	62268.3662	39324.5	248767	30224.0	55612.75	0.897	0.8524	318.0	6.9991	241	0.0946	1724	0.6766	568	0.2229	15	0.0059
Hyperoodon_ampullatus	15537	2774155796	1471943725	11052.4152	1999.0	121955	94737.9626	86783.0	249795	55234.0	68726.1503	0.878	0.7464	317.0	5.6006	575	0.037	10565	0.68	4135	0.2661	262	0.0169
Hypnum_cupressiforme	2983	373722748	175436422	2079.4422	722.0	107926	58812.0758	36635.0	246435	29306.0	53281.3785	0.928	0.8863	338.0	7.9819	408	0.1368	1932	0.6477	614	0.2058	29	0.0097
Hypomecis_atomaria	5782	689479950	390806756	5518.6892	511.0	123247	67590.238	50519.0	246909	28699.0	50060.6773	0.944	0.8614	325.0	8.386	1213	0.2098	3499	0.6052	1059	0.1832	11	0.0019
Hypomecis_punctinalis	6320	739773926	408403798	5522.6354	488.0	121662	64620.8541	46710.5	248463	26153.0	48305.2734	0.926	0.8363	326.0	8.5432	1333	0.2109	3794	0.6003	1132	0.1791	61	0.0097
Hyposoter_dolosus	1538	212558845	99071544	4346.5189	294.5	110941	64415.8283	42941.0	244887	29739.5	53756.3004	0.889	0.7567	317.0	7.2356	121	0.0787	1094	0.7113	323	0.21	0	0.0
Hyppa_rectilinea	5218	569334029	343104201	4551.7351	640.0	112634	65753.9672	49282.5	246404	23514.5	46268.3643	0.972	0.8791	324.0	9.1651	1286	0.2465	3050	0.5845	879	0.1685	3	0.0006
Hypsopygia_costalis	7638	817189419	557550632	5896.7037	516.0	115439	72996.9406	59001.0	246048	26337.5	46803.4605	0.937	0.8317	326.0	9.3467	1276	0.1671	4375	0.5728	1282	0.1678	705	0.0923
Ichneumon_xanthorius	1873	313868109	96301870	2858.9979	498.0	93218	51415.8409	25887.0	245569	17926.0	44416.1073	0.918	0.8007	316.0	5.9675	389	0.2077	1151	0.6145	319	0.1703	14	0.0075
Idaea_aversata	11	1828658	542200	1095.5455	703.0	4009	49290.9091	29036.0	168120	27534.0	47057.6364	1.0	0.9856	326.0	6.0153	2	0.1818	8	0.7273	1	0.0909	0	0.0
Idaea_biselata	12	1889456	821902	1311.75	1336.5	1484	68491.8333	39826.5	192174	37017.5	65748.1667	1.0	0.9996	330.0	6.351	1	0.0833	7	0.5833	4	0.3333	0	0.0
Idaea_dimidiata	3632	421824753	232626122	4286.9794	682.5	112915	64049.0424	46653.5	246704	26164.5	49295.2852	0.971	0.8966	329.0	8.6102	863	0.2376	2081	0.573	687	0.1892	1	0.0003
Idaea_rusticata	3441	374471638	198759761	2950.2993	644.0	117291	57762.209	36211.0	243694	22383.0	47108.7158	0.953	0.8981	331.0	9.1889	687	0.1997	2139	0.6216	612	0.1779	3	0.0009
Idaea_seriata	3883	390269109	203833531	4740.5493	548.0	122000	52493.8272	26890.0	245593	5137.0	32379.7381	0.965	0.8708	333.0	9.9495	1425	0.367	2018	0.5197	435	0.112	5	0.0013
Idaea_straminata	3357	411252791	254049470	7957.6973	534.0	122127	75677.5305	62092.0	245050	33702.0	52484.9246	0.944	0.8214	329.0	8.1629	381	0.1135	2345	0.6985	628	0.1871	3	0.0009
Idaea_trigeminata	4565	505678045	304744116	6535.7124	647.0	122510	66756.6519	48429.0	249508	18524.0	43151.1146	0.975	0.8574	327.0	9.0275	1477	0.3235	2365	0.5181	717	0.1571	6	0.0013
Ilex_aquifolium	4966	789249251	339686402	2631.974	893.0	107724	68402.4168	50134.0	249682	41443.0	61783.6921	0.876	0.8322	323.0	6.2921	527	0.1061	3117	0.6277	1261	0.2539	61	0.0123
Ilione_lineata	10582	1258721591	661947682	3485.0408	1252.0	117553	62554.1185	44267.5	247000	34455.5	53652.2954	0.952	0.872	339.0	8.4069	1393	0.1316	7091	0.6701	2094	0.1979	4	0.0004
Impatiens_glandulifera	4414	635084626	250997805	3170.3908	871.0	105390	56864.0247	35863.5	247871	26084.5	48767.0628	0.867	0.8183	350.0	6.9503	663	0.1502	2930	0.6638	778	0.1763	43	0.0097
Impatiens_noli_tangere	4182	581524848	305805179	4836.8099	1820.5	120160	73124.1461	57133.0	249347	43957.5	61312.9077	0.853	0.8142	334.0	7.1914	343	0.082	2797	0.6688	985	0.2355	57	0.0136
Impatiens_parviflora	10989	1714063322	730366865	4759.7044	1369.0	117715	66463.4512	47380.0	249771	32419.0	54895.1751	0.852	0.8181	350.0	6.4111	2247	0.2045	6275	0.571	2392	0.2177	75	0.0068
Inachis_io	3159	383853910	255616232	5699.1918	285.0	115425	80916.8192	68877.0	246310	44661.0	61522.0275	0.947	0.8224	338.0	8.2297	175	0.0554	2054	0.6502	737	0.2333	193	0.0611
Incurvaria_masculella	4732	551954139	336538644	5284.0837	474.0	115208	71119.7473	56468.5	245317	37536.5	55201.8047	0.954	0.8488	320.0	8.5732	600	0.1268	3150	0.6657	967	0.2044	15	0.0032
Inocybe_grammopodia	424	47967911	14259070	1636.3844	1015.0	43013	33629.8821	14714.0	238884	12254.5	29447.6722	0.9755	0.9408	303.0	8.8392	58	0.1368	333	0.7854	33	0.0778	0	0.0
Inocybe_obscuroides	358	48995502	14916036	2185.905	1483.0	36603	41664.905	24978.0	245122	19603.5	36941.2542	0.9485	0.9222	300.5	7.3068	31	0.0866	295	0.824	32	0.0894	0	0.0
Inocybe_petiginosa	199	28952028	4868324	2135.5276	1326.0	17554	24463.9397	16162.0	124203	11045.0	19568.9095	0.939	0.9101	303.0	6.8734	29	0.1457	169	0.8492	1	0.005	0	0.0
Inocybe_tigrina	320	41476175	10517384	1966.0938	1170.0	20235	32866.825	23938.0	211666	20032.5	29456.3312	0.926	0.9104	300.0	7.7153	23	0.0719	281	0.8781	16	0.05	0	0.0
Inula_conyza	22210	3236742247	1546571683	3264.9936	1422.0	117475	69634.0244	51748.0	249408	41724.5	61693.8087	0.883	0.8482	326.0	6.8618	2161	0.0973	14458	0.651	5477	0.2466	114	0.0051
Inula_salicina	10599	1517894712	740305631	3516.6961	1065.0	118006	69846.7432	51382.0	248860	39893.0	60652.6455	0.87	0.8228	329.0	6.9827	1307	0.1233	6599	0.6226	2593	0.2446	100	0.0094
Ips_sexdentatus	2234	263987428	130940057	3395.4311	840.0	118551	58612.38	38076.0	245225	27501.0	49509.9118	0.923	0.8751	337.0	8.4625	410	0.1835	1411	0.6316	412	0.1844	1	0.0004
Iris_foetidissima	47627	6818761649	3760793904	4266.5317	2066.0	120035	78963.4851	64835.0	249762	53018.0	68630.285	0.862	0.8186	321.0	6.9847	2640	0.0554	31748	0.6666	13168	0.2765	71	0.0015
Ischnodemus_sabuleti	11278	1134081231	610865395	2843.7363	345.5	120292	54164.3372	32274.0	248768	20023.5	44450.8929	0.894	0.8115	326.0	9.9446	2001	0.1774	7318	0.6489	1802	0.1598	157	0.0139
Ischnura_elegans	13	2192297	1339325	5138.0	1601.0	42111	103025.0	84006.0	215990	80974.0	92223.8462	1.0	0.9545	334.0	5.9299	0	0.0	8	0.6154	5	0.3846	0	0.0
Ischnus_inquisitorius	11	1369153	677240	7036.6364	1295.0	42556	61567.2727	50647.0	152291	43033.0	47178.7273	1.0	0.8931	328.0	8.0342	0	0.0	10	0.9091	1	0.0909	0	0.0
Isoperla_grammatica	6841	852661869	307880195	2764.4412	449.0	118427	45005.1447	20900.0	248306	14647.0	39551.6258	0.903	0.7892	324.0	8.0231	1765	0.258	4097	0.5989	939	0.1373	40	0.0058
Isopterygiella_pulchella	3689	634244491	218583235	2048.0247	726.0	98897	59252.7067	37559.0	245106	31753.0	54265.238	0.924	0.8955	320.0	5.8164	271	0.0735	2656	0.72	741	0.2009	21	0.0057
Isothecium_myosuroides	3386	382807500	191031465	2558.0659	772.0	111192	56418.0346	35515.5	245101	26421.0	48904.0939	0.919	0.8802	333.0	8.8452	449	0.1326	2274	0.6716	600	0.1772	63	0.0186
Itoplectis_maculator	1284	219608493	88559467	4308.4891	496.0	98768	68971.5475	50312.0	238075	38384.5	58661.9354	0.922	0.7921	311.0	5.8468	120	0.0935	863	0.6721	301	0.2344	0	0.0
Jacobaea_maritima	16754	2160812978	1197126639	4090.8998	1825.0	119189	71453.1837	54977.5	249521	42204.5	60511.7906	0.895	0.8524	332.0	7.7536	1606	0.0959	11026	0.6581	3969	0.2369	153	0.0091
Jacobaea_vulgaris	15530	1972039759	1106795681	4249.1065	1660.0	116533	71268.2344	55813.5	248526	42108.0	60385.0269	0.884	0.8408	334.0	7.8751	1612	0.1038	10209	0.6574	3636	0.2341	73	0.0047
Jaera_albifrons	7376	882027731	429717078	3073.7199	756.0	115173	58258.8229	38091.5	245466	29483.5	51095.1386	0.907	0.8502	349.0	8.3625	929	0.1259	5073	0.6878	1370	0.1857	4	0.0005
Jasione_montana	9366	1274445852	665277450	3471.6825	1309.0	117834	71031.1179	52760.5	249600	42903.5	62522.9329	0.903	0.8505	328.0	7.3491	809	0.0864	6142	0.6558	2337	0.2495	78	0.0083
Juncus_bufonius	4760	759770201	324266068	3401.4208	871.5	122415	68123.1235	49847.5	249348	39902.5	59731.1218	0.89	0.8388	338.0	6.2651	431	0.0905	3181	0.6683	1096	0.2303	52	0.0109
Juncus_effusus	2005	240473366	123349444	4730.3087	485.0	124156	61520.9197	40914.0	247461	28312.0	50152.9786	0.861	0.7867	344.0	8.3377	273	0.1362	1315	0.6559	366	0.1825	51	0.0254
Juncus_inflexus	2329	299497571	157414485	5610.1361	878.0	122132	67588.8729	51010.0	248378	35561.0	54470.152	0.892	0.8158	343.0	7.7764	222	0.0953	1582	0.6793	478	0.2052	47	0.0202
Juncus_squarrosus	2085	319635271	141938183	3722.5573	798.0	123302	68075.8671	49659.0	247815	39495.0	59528.7338	0.871	0.8125	334.0	6.5231	189	0.0906	1359	0.6518	495	0.2374	42	0.0201
Kellia_suborbicularis	8068	809763054	412898250	4619.7265	751.0	117723	51177.2744	25696.0	247697	12024.0	37148.4714	0.943	0.8206	322.0	9.9634	1782	0.2209	5226	0.6477	1048	0.1299	12	0.0015
Kiaeria_blyttii	1891	259756493	109229145	2610.8281	1137.0	90994	57762.6362	32435.0	244094	24770.0	51877.201	0.958	0.9291	318.0	7.2799	155	0.082	1357	0.7176	378	0.1999	1	0.0005
Kuehneromyces_mutabilis	272	52631924	11767963	2340.489	1181.5	48275	43264.5699	22232.0	244873	16351.0	37943.0515	0.97	0.934	300.5	5.168	33	0.1213	208	0.7647	31	0.114	0	0.0
Kybos_smaragdulus	15018	1683410141	712327889	5022.3217	735.5	123412	47431.608	19358.0	248997	10907.5	34247.5384	0.953	0.8965	331.0	8.9212	4288	0.2855	8878	0.5912	1822	0.1213	30	0.002
Kyklioacalles_roboris	8797	689451372	263274253	3955.2105	876.0	116124	29927.7314	10938.0	244513	2024.0	18183.6723	0.955	0.9096	391.0	12.7594	4373	0.4971	3973	0.4516	442	0.0502	9	0.001
Labrus_bergylta	4203	718962651	322071209	3842.4147	231.0	116539	76628.8863	62217.0	249829	52435.0	69492.6243	0.837	0.7302	312.0	5.8459	152	0.0362	2876	0.6843	1164	0.2769	11	0.0026
Labrus_mixtus	4170	721561685	308729010	4433.7588	296.5	112964	74035.7338	58530.5	241497	50983.0	67297.5763	0.849	0.7201	311.0	5.7791	185	0.0444	2864	0.6868	1118	0.2681	3	0.0007
Laburnum_anagyroides	5540	1125271601	439080797	2495.2413	1008.0	121516	79256.4616	64044.0	249426	56303.0	73553.7487	0.893	0.8636	331.0	4.9233	315	0.0569	3455	0.6236	1753	0.3164	17	0.0031
Lacanobia_oleracea	6605	815835733	481593629	5739.6715	849.0	115992	72913.4942	56668.0	249157	39098.0	57368.5037	0.957	0.869	321.0	8.096	762	0.1154	4399	0.666	1433	0.217	11	0.0017
Lacanobia_wlatinum	6923	892299672	483964065	5984.874	545.0	117975	69906.6972	52414.0	249607	34004.0	54309.5368	0.92	0.8345	321.0	7.7586	876	0.1265	4626	0.6682	1413	0.2041	8	0.0012
Laccobius_striatulus	8957	1029095638	517809086	5186.0188	921.0	118889	57810.5488	36667.0	248335	8809.0	38272.7095	0.937	0.8682	349.0	8.7038	3009	0.3359	4619	0.5157	1310	0.1463	19	0.0021
Lactarius_blennius	537	67629417	32061253	3409.987	1893.0	95602	59704.3818	36017.0	240910	28626.0	52143.5829	0.925	0.9074	301.0	7.9403	54	0.1006	378	0.7039	105	0.1955	0	0.0
Lactarius_evosmus	432	57260941	24439169	3618.169	2373.5	96356	56572.1505	33795.5	248339	25576.0	48151.3773	0.9215	0.8992	302.5	7.5444	31	0.0718	324	0.75	77	0.1782	0	0.0
Lactarius_pubescens	553	65785308	27165866	2972.792	1549.0	87109	49124.5316	29373.0	240774	22605.0	42432.6239	0.925	0.9082	303.0	8.4061	73	0.132	401	0.7251	79	0.1429	0	0.0
Lactarius_tabidus	323	52365791	18945658	2363.9288	1190.0	24120	58655.2879	36611.0	239265	29800.0	53095.3498	0.892	0.8857	301.0	6.1681	28	0.0867	229	0.709	66	0.2043	0	0.0
Lactuca_saligna	14607	2140998634	1142849069	3944.012	1749.0	122951	78239.8213	63588.0	249771	52320.0	68504.0958	0.861	0.8242	326.0	6.8225	1065	0.0729	9404	0.6438	4108	0.2812	30	0.0021
Laetiporus_sulphureus	190	37410216	8865819	2289.4789	1547.0	16549	46662.2053	26493.0	225362	20663.0	41687.0632	0.891	0.881	301.0	5.0788	18	0.0947	148	0.7789	24	0.1263	0	0.0
Lagenorhynchus_acutus	14685	2602160434	1370747374	8581.0924	1606.0	124010	93343.369	84511.0	249839	58914.0	73001.5276	0.875	0.7604	315.0	5.6434	477	0.0325	9639	0.6564	4400	0.2996	169	0.0115
Lagenorhynchus_albirostris	14410	2468867131	1298153311	6901.9146	1147.0	117175	90086.9751	80264.0	249914	59691.0	73394.895	0.869	0.7419	315.0	5.8367	371	0.0257	9646	0.6694	4296	0.2981	97	0.0067
Lagria_hirta	2331	336196416	126955585	2294.426	788.0	98764	54464.0004	28655.0	245402	22340.0	49242.6645	0.94	0.9072	353.0	6.9334	381	0.1634	1508	0.6469	441	0.1892	1	0.0004
Lamium_amplexicaule	3542	510400885	248062117	2883.6745	959.0	109536	70034.4768	53432.0	248657	45526.5	63395.7956	0.919	0.8619	340.0	6.9396	314	0.0887	2299	0.6491	893	0.2521	36	0.0102
Lamium_purpureum	3763	558556595	277228246	4493.9907	1578.0	114280	73672.1355	59520.0	248291	46100.0	63610.4119	0.942	0.8847	336.0	6.737	362	0.0962	2420	0.6431	948	0.2519	33	0.0088
Lampetra_fluviatilis	8479	1026728760	551561775	8780.6494	877.0	123074	65050.3332	46519.0	248165	15539.0	38157.4305	0.888	0.7839	313.0	8.2583	2560	0.3019	4813	0.5676	1099	0.1296	7	0.0008
Lampronia_capitella	5236	672179605	416544578	6662.1589	710.0	116117	79553.9683	66963.5	249224	45353.0	61605.1388	0.956	0.8357	326.0	7.7896	375	0.0716	3645	0.6961	1185	0.2263	31	0.0059
Lampropteryx_suffumata	4578	580900874	334962044	6233.4019	501.0	118034	73167.7685	57645.5	248359	28062.5	49454.4506	0.929	0.8382	326.0	7.8809	997	0.2178	2637	0.576	852	0.1861	92	0.0201
Laothoe_populi	5116	576297946	359234599	5975.4687	716.0	112751	70217.8653	53395.5	247292	28120.5	49226.1568	0.957	0.8574	325.0	8.8774	823	0.1609	3259	0.637	927	0.1812	107	0.0209
Lapsana_communis	7226	1020169172	512925367	3894.3186	1594.0	122001	70983.3057	54061.5	247335	42913.0	61100.3487	0.897	0.8636	328.0	7.0831	765	0.1059	4642	0.6424	1768	0.2447	51	0.0071
Larentia_clavaria	2862	376218684	225699034	7781.7743	718.0	113469	78860.5989	65968.0	243319	38734.5	56553.3012	0.932	0.8156	326.0	7.6073	360	0.1258	1882	0.6576	611	0.2135	9	0.0031
Larinioides_cornutus	17260	2257214444	1186437266	2605.4143	490.0	118447	68739.1232	52099.0	246468	42702.0	61180.372	0.889	0.8233	350.0	7.6466	1738	0.1007	11163	0.6468	4117	0.2385	242	0.014
Larinus_planus	14771	1132949165	287180587	1489.2723	583.0	112953	19442.1899	3953.0	245652	1788.0	15356.0633	0.958	0.9157	335.0	13.0377	8107	0.5488	5931	0.4015	670	0.0454	63	0.0043
Larus_argentatus	4424	1387878493	378090576	3100.4591	430.0	121864	85463.5118	70583.5	249022	61745.0	78144.6101	0.95	0.9088	310.0	3.1876	91	0.0206	2856	0.6456	1476	0.3336	1	0.0002
Larus_canus	3974	1298560467	339242709	2510.1459	402.0	112497	85365.5533	70979.5	247096	63950.0	79674.9887	0.948	0.9116	310.0	3.0603	69	0.0174	2549	0.6414	1354	0.3407	2	0.0005
Larus_fuscus	4237	1269421307	356752415	2850.9884	416.0	119728	84199.2955	69334.0	248279	60504.0	77726.7411	0.951	0.9143	310.0	3.3377	119	0.0281	2702	0.6377	1414	0.3337	2	0.0005
Larus_glaucescens	3747	1172008667	315399607	2293.2079	397.0	114586	84173.901	69343.0	248418	62875.0	79073.2687	0.949	0.9132	310.0	3.1971	70	0.0187	2401	0.6408	1273	0.3397	3	0.0008
Larus_hyperboreus	4375	1288095978	352438011	2406.2313	431.0	102651	80557.2597	65179.0	248987	57206.0	75033.7058	0.951	0.9155	310.0	3.3965	85	0.0194	2913	0.6658	1375	0.3143	2	0.0005
Larus_marinus	4355	1352713067	367188707	2891.4321	428.0	122150	84314.284	68737.0	248770	60459.0	77539.1042	0.951	0.9164	309.0	3.2195	87	0.02	2857	0.656	1409	0.3235	2	0.0005
Larus_michahellis	4447	1332279953	379194058	2940.763	419.0	121309	85269.633	70566.0	249490	62634.0	78473.9411	0.95	0.9161	310.0	3.3379	86	0.0193	2880	0.6476	1480	0.3328	1	0.0002
Larus_occidentalis	3580	1174547269	306819723	2213.8411	400.0	122205	85703.8332	72491.0	246367	66030.5	80757.7237	0.95	0.9151	309.0	3.048	64	0.0179	2290	0.6397	1224	0.3419	2	0.0006
Lasioglossum_calceatum	19	2257122	1417855	7880.7368	4845.0	60751	74623.9474	63752.0	204900	28642.0	42498.0526	0.924	0.9042	381.0	8.4178	2	0.1053	14	0.7368	3	0.1579	0	0.0
Lasioglossum_fulvicorne	10	1454780	1039041	30959.0	12884.5	109128	103904.1	96142.5	241503	25860.0	32698.1	0.466	0.6074	325.5	6.8739	2	0.2	8	0.8	0	0.0	0	0.0
Lasioglossum_lativentre	9	1306351	800461	886.8889	793.0	2053	88940.1111	103507.0	151911	101164.0	86978.4444	0.999	0.9833	326.0	6.8894	0	0.0	4	0.4444	5	0.5556	0	0.0
Lasioglossum_leucozonium	2371	442247298	127921898	3166.2434	624.0	116364	53952.7195	30215.0	243270	22661.0	46495.679	0.947	0.8774	317.0	5.3613	435	0.1835	1545	0.6516	387	0.1632	4	0.0017
Lasioglossum_malachurum	9	1299709	877212	23801.1111	27326.0	47560	97468.0	102723.0	158097	39018.0	49656.1111	0.489	0.6053	382.0	6.9246	1	0.1111	7	0.7778	1	0.1111	0	0.0
Lasioglossum_morio	10	1284394	631869	2031.2	954.0	11627	63186.9	35738.0	190100	22755.0	52640.5	1.0	0.9384	332.0	7.7858	1	0.1	7	0.7	2	0.2	0	0.0
Lasioglossum_pauxillum	4164	430896800	210772784	3458.3237	756.0	112731	50617.8636	29524.5	245564	17326.0	39965.4645	0.952	0.8707	329.0	9.6636	1050	0.2522	2543	0.6107	566	0.1359	5	0.0012
Lasioglossum_villosulum	12	1435495	730898	3202.0	901.5	15892	60908.1667	50556.0	196375	43532.5	54434.0833	1.0	0.8958	325.0	8.3595	0	0.0	11	0.9167	1	0.0833	0	0.0
Lasiommata_megera	3756	487910533	381836917	18437.6757	1310.0	120319	101660.521	97406.5	249071	24517.0	44700.3469	0.687	0.6667	329.0	7.6981	358	0.0953	2279	0.6068	581	0.1547	538	0.1432
Lasiorhynchites_cavifrons	14790	1351131155	612353820	3823.3356	800.0	118167	41403.2333	16976.0	246522	4561.0	28505.2968	0.953	0.8668	350.0	10.9464	6045	0.4087	7182	0.4856	1330	0.0899	233	0.0158
Lasius_brunneus	2363	261501801	143117198	2846.675	57.0	122103	60565.89	41023.0	249078	32105.0	54027.7211	0.839	0.7433	332.0	9.0363	296	0.1253	1572	0.6653	481	0.2036	14	0.0059
Lasius_flavus	2895	305491363	145628750	2390.9385	234.0	113373	50303.5406	27680.0	247000	20492.0	45085.0501	0.904	0.7894	335.0	9.4765	667	0.2304	1725	0.5959	497	0.1717	6	0.0021
Lasius_fuliginosus	1971	249026369	126056388	3444.1542	57.0	121565	63955.5495	43739.0	247142	33692.0	56272.4302	0.843	0.7597	333.0	7.9148	267	0.1355	1267	0.6428	428	0.2171	9	0.0046
Lasius_platythorax	2677	286277177	153080526	2082.3067	59.0	98351	57183.6108	36627.0	248061	29061.0	51519.69	0.88	0.7847	334.0	9.3511	435	0.1625	1709	0.6384	511	0.1909	22	0.0082
Laspeyria_flexula	3689	450785970	255162923	8453.8455	537.0	119277	69168.5885	52536.0	248343	21772.0	45475.5291	0.944	0.8143	333.0	8.1835	931	0.2524	2144	0.5812	602	0.1632	12	0.0033
Lathraea_squamaria	2674	534498311	172319724	5333.6481	1191.0	122241	64442.6791	39276.0	249203	26775.0	52622.5969	0.9075	0.868	338.0	5.0028	435	0.1627	1662	0.6215	567	0.212	10	0.0037
Lathrobium_brunnipes	5233	457626786	189034394	2979.0094	1191.0	115313	36123.5226	11572.0	248089	5052.0	27860.1934	0.94	0.903	344.0	11.4351	1380	0.2637	3351	0.6404	485	0.0927	17	0.0032
Lathronympha_strigana	5254	620149794	278163972	3218.492	514.5	100956	52943.276	28692.0	245818	16808.5	43549.0051	0.96	0.9032	323.0	8.4721	1183	0.2252	3220	0.6129	835	0.1589	16	0.003
Lathyrus_aphaca	28661	4242029644	2384506445	6565.5006	4054.0	120827	83196.9033	68825.0	249853	51019.0	67679.8384	0.86	0.8355	324.0	6.7564	1314	0.0458	19151	0.6682	7785	0.2716	411	0.0143
Lathyrus_linifolius	36097	5072365623	2622953972	3013.4967	1192.0	121882	72664.0433	55464.0	249563	46330.0	65037.0834	0.865	0.8212	321.0	7.1164	2612	0.0724	23445	0.6495	9530	0.264	510	0.0141
Lecanipa_bicincta	8893	958188496	517210720	4361.0868	713.0	118197	58159.3073	36673.0	247590	19653.0	44053.555	0.932	0.8695	352.0	9.2811	2017	0.2268	5366	0.6034	1412	0.1588	98	0.011
Leersia_oryzoides	4889	757582453	350609333	2491.8124	1273.0	92985	71713.9155	52322.0	249519	44018.0	65881.2956	0.87	0.8469	310.0	6.4534	289	0.0591	3246	0.6639	1325	0.271	29	0.0059
Leia_fascipennis	3255	509595437	236565798	1586.2114	700.0	119678	72677.6645	55736.0	249694	50525.0	68791.6049	0.933	0.8996	346.0	6.3874	292	0.0897	2021	0.6209	942	0.2894	0	0.0
Leia_winthemii	3889	464805328	222696232	2654.4757	786.0	114363	57263.1093	36865.0	246201	24743.0	49385.3674	0.938	0.8918	358.0	8.3669	722	0.1857	2409	0.6194	757	0.1947	1	0.0003
Leiosoma_deflexum	6771	619639570	306502487	3851.9402	755.0	114392	45266.9454	19209.0	247856	6612.0	31550.8129	0.956	0.9028	343.0	10.9273	2722	0.402	3361	0.4964	686	0.1013	2	0.0003
Leistus_fulvibarbis	1068	244993891	85170646	9142.5487	864.5	123522	79747.7959	65828.0	248680	38119.5	56894.3652	0.9	0.8406	342.0	4.3593	84	0.0787	741	0.6938	229	0.2144	14	0.0131
Leistus_rufomarginatus	1966	256789249	138965369	8084.8413	738.5	111773	70684.3179	53817.0	240906	19185.5	43740.9898	0.936	0.8074	349.0	7.6561	426	0.2167	1228	0.6246	307	0.1562	5	0.0025
Leistus_spinibarbis	1552	233418669	104359783	8082.288	772.0	109937	67242.1282	47336.5	249366	17878.0	41692.4214	0.924	0.8193	351.0	6.649	355	0.2287	973	0.6269	221	0.1424	3	0.0019
Lemna_minuta	2	1530071	19764	833.5	833.5	965	9882.0	9882.0	16293	8066.0	8066.0	0.998	0.998	322.0	1.3071	1	0.5	1	0.5	0	0.0	0	0.0
Leontodon_hispidus	14447	1954313023	991759063	2573.8127	1065.0	116660	68648.0974	49608.0	249274	42361.0	62429.7231	0.887	0.8358	326.0	7.3924	1378	0.0954	9351	0.6473	3664	0.2536	54	0.0037
Leotia_lubrica	740	86064447	46753359	3876.5486	2022.5	94911	63180.2149	45146.0	248360	36595.5	53184.7189	0.945	0.9124	306.0	8.5982	93	0.1257	507	0.6851	140	0.1892	0	0.0
