species	n_ir	genome_size_bp	total_ir_span_bp	mean_arm_len_bp	median_arm_len_bp	max_arm_len_bp	mean_span_bp	median_span_bp	max_span_bp	median_spacer_bp	mean_spacer_bp	median_tir_ident	mean_tir_ident	median_score	ir_density_per_mb	n_immediate	prop_immediate	n_spaced	prop_spaced	n_wide	prop_wide	n_overlap	prop_overlap
Rhabdoweisia_crispata	2069	262225303	133602922	3484.5834	2221.0	82106	64573.6694	44636.0	245896	35239.0	56498.406	0.949	0.9299	319.0	7.8902	105	0.0507	1529	0.739	433	0.2093	2	0.001
Rhagio_lineola	14810	1630759328	795305935	2860.2319	730.0	118576	53700.6033	31264.5	248785	20410.0	45600.0347	0.956	0.9104	342.0	9.0817	3726	0.2516	8482	0.5727	2550	0.1722	52	0.0035
Rhagium_mordax	9637	774911389	249654439	2260.1993	837.0	115598	25905.8254	7076.0	243022	2311.0	19044.2904	0.962	0.9241	351.0	12.4363	4411	0.4577	4620	0.4794	543	0.0563	63	0.0065
Rhagonycha_fulva	1	1133032	220934	1200.0	1200.0	1200	220934.0	220934.0	220934	218436.0	218436.0	0.926	0.926	361.0	0.8826	0	0.0	0	0.0	1	1.0	0	0.0
Rhagonycha_lignosa	3894	543119428	212078297	2898.2139	701.5	118508	54462.8395	28956.5	249851	18972.0	46819.7655	0.946	0.9033	338.0	7.1697	988	0.2537	2189	0.5621	715	0.1836	2	0.0005
Rhagonycha_lutea	4036	461690524	159621593	2623.3196	655.0	113910	39549.4532	10574.5	247438	4661.5	31878.0557	0.963	0.9143	347.0	8.7418	1420	0.3518	2153	0.5334	462	0.1145	1	0.0002
Rhamphomyia_laevipes	1793	391010507	93133347	2996.5092	680.0	107727	51942.7479	24330.0	245940	16894.0	43600.8617	0.934	0.8782	364.0	4.5856	303	0.169	1176	0.6559	302	0.1684	12	0.0067
Rhamphomyia_sulcata	1410	343459904	70231610	2769.9695	649.5	112310	49809.6525	22412.0	246229	14329.0	41713.2454	0.94	0.8991	368.0	4.1053	294	0.2085	897	0.6362	216	0.1532	3	0.0021
Rhaphigaster_nebulosa	8828	1154444449	482322050	3931.5632	613.0	117419	54635.4837	27332.0	248831	10392.0	41265.3957	0.904	0.836	346.0	7.647	2599	0.2944	4783	0.5418	1441	0.1632	5	0.0006
Rheumaptera_undulata	5708	674608076	417473017	6343.2204	852.0	121292	73138.23	58295.0	243023	34489.5	53250.9807	0.945	0.849	325.0	8.4612	787	0.1379	3680	0.6447	1089	0.1908	152	0.0266
Rhimphoctona_megacephalus	4061	401752974	199390230	2728.3053	626.0	122214	49098.8008	26123.0	246503	16891.0	42185.4038	0.944	0.8354	331.0	10.1082	780	0.1921	2618	0.6447	622	0.1532	41	0.0101
Rhinanthus_minor	9122	1147171557	667315193	4389.1763	2592.5	114634	73154.4829	56625.5	248765	42930.0	60964.7873	0.92	0.869	312.0	7.9517	551	0.0604	6187	0.6783	2133	0.2338	251	0.0275
Rhingia_campestris	5578	716619168	429451695	6344.3046	1274.0	120101	76990.2644	60948.0	247702	40791.5	59603.1744	0.931	0.8657	323.0	7.7838	475	0.0852	3761	0.6743	1279	0.2293	63	0.0113
Rhingia_rostrata	4492	610191946	336739225	3894.0583	943.0	114625	74964.2086	58510.5	247484	47828.0	65027.4646	0.902	0.859	319.0	7.3616	169	0.0376	3180	0.7079	1142	0.2542	1	0.0002
Rhinocyllus_conicus	10	1747708	1153267	15030.4	1858.0	86260	115326.7	120361.0	225738	98573.5	85005.2	1.0	0.8833	351.0	5.7218	3	0.3	2	0.2	5	0.5	0	0.0
Rhinolophus_hipposideros	11315	2131899046	993484137	2292.3216	54.0	107976	87802.3983	76047.0	247770	68059.0	81900.8154	0.889	0.8279	317.0	5.3075	266	0.0235	6934	0.6128	4016	0.3549	99	0.0087
Rhizedra_lutosa	4842	589620623	354530696	7983.8645	582.0	123127	73219.8876	58387.0	248609	31563.5	51264.7462	0.95	0.8344	324.0	8.2121	746	0.1541	3172	0.6551	918	0.1896	6	0.0012
Rhizosphaera_kalkhoffii	117	24853322	10656604	1444.5897	41.0	78019	91082.0855	85377.0	234114	85354.0	91428.2735	0.553	0.504	300.0	4.7076	1	0.0085	62	0.5299	54	0.4615	0	0.0
Rhizotrogus_aestivus	22683	1835263706	640670764	2349.6673	835.0	117894	28244.534	6447.0	247124	1772.0	21356.8574	0.971	0.9373	348.0	12.3595	12394	0.5464	8699	0.3835	1551	0.0684	39	0.0017
Rhodocollybia_maculata	1244	136938565	76347844	3638.2387	2206.5	99002	61372.865	39542.0	243229	30503.5	52983.9429	0.969	0.938	303.0	9.0844	122	0.0981	890	0.7154	231	0.1857	1	0.0008
Rhododendron_ponticum	4413	644072800	296001379	2518.6948	387.0	117830	67074.8649	49090.0	248297	41034.0	60963.1221	0.857	0.7707	315.0	6.8517	501	0.1135	2736	0.62	1134	0.257	42	0.0095
Rhodophaea_formosa	5467	616096542	380113458	6199.6718	576.0	114987	69528.7101	53837.0	248340	28118.0	48203.4055	0.931	0.8374	326.0	8.8736	1037	0.1897	3331	0.6093	947	0.1732	152	0.0278
Rhogogaster_chlorosoma	1773	255271170	66939928	2598.4067	889.0	106143	37755.1765	12915.0	239119	6598.0	31045.5945	0.98	0.9246	323.0	6.9456	625	0.3525	949	0.5353	195	0.11	4	0.0023
Rhopalum_coarctatum	1686	272946924	88368933	5247.7254	851.0	110791	52413.3648	27836.5	245181	16215.5	38772.3488	0.9555	0.8927	315.0	6.177	367	0.2177	1090	0.6465	228	0.1352	1	0.0006
Rhopobota_naevana	5635	580933952	264943496	2963.321	541.0	112893	47017.4793	21035.0	243031	9174.0	37052.602	0.959	0.8961	323.0	9.6999	1646	0.2921	3247	0.5762	741	0.1315	1	0.0002
Rhopobota_ustomaculana	5962	665348928	358028110	3935.1759	512.0	121236	60051.679	39532.5	248534	25253.5	48429.4732	0.974	0.9029	322.0	8.9607	1201	0.2014	3652	0.6125	1092	0.1832	17	0.0029
Rhorus_exstirpatorius	11	1455570	587997	901.9091	872.0	2101	53454.2727	42468.0	131755	41371.0	51541.6364	0.985	0.9555	327.0	7.5572	1	0.0909	8	0.7273	2	0.1818	0	0.0
Rhyacionia_pinicolana	4912	577223307	331057737	3289.9788	427.0	119979	67397.7478	50125.0	248076	38562.5	57565.0432	0.957	0.8953	321.0	8.5097	572	0.1164	3248	0.6612	1077	0.2193	15	0.0031
Rhynchostegiella_tenella	1906	316951980	121559948	2279.2917	784.5	122819	63777.5173	39764.5	246238	33538.5	57935.0178	0.9255	0.901	334.0	6.0135	113	0.0593	1344	0.7051	434	0.2277	15	0.0079
Rhynchostegium_confertum	1451	330833789	80048928	2453.827	806.0	98884	55168.1103	34711.0	244616	27752.0	49548.9469	0.909	0.8838	333.0	4.3859	76	0.0524	1109	0.7643	254	0.1751	12	0.0083
Rhynchostegium_megapolitanum	1527	315312137	85510184	2259.1113	796.0	118163	55998.8107	32889.0	248210	24966.0	50163.9869	0.92	0.8906	338.0	4.8428	106	0.0694	1137	0.7446	275	0.1801	9	0.0059
Rhytidiadelphus_loreus	2786	395232173	160231204	1891.0284	764.0	95860	57512.995	34936.0	247377	27856.0	52535.5747	0.933	0.8977	329.0	7.049	275	0.0987	1930	0.6927	552	0.1981	29	0.0104
Rhyzobius_forestieri	6503	731400289	222098581	1033.4395	160.0	119851	34153.2494	17616.0	242318	15454.0	31557.4632	0.91	0.8644	328.0	8.8912	1041	0.1601	4941	0.7598	492	0.0757	29	0.0045
Ribautiana_ulmi	17633	1626058029	719385294	2182.1674	697.0	120730	40797.6688	16911.0	247916	11336.0	34029.8199	0.938	0.8799	335.0	10.844	4397	0.2494	10995	0.6235	2045	0.116	196	0.0111
Ribes_nigrum	6955	874194441	443112894	2414.7111	615.0	116647	63711.4154	45515.0	247714	36943.0	56814.6604	0.884	0.8332	324.0	7.9559	733	0.1054	4590	0.66	1502	0.216	130	0.0187
Ribes_rubrum	6943	806076082	459719035	2520.7986	68.0	118009	66213.3134	48366.0	249351	40260.0	59100.2626	0.872	0.8232	326.0	8.6133	537	0.0773	4720	0.6798	1559	0.2245	127	0.0183
Ribes_uva_crispa	6648	753652626	449889500	2021.1679	54.0	119252	67672.9091	51185.5	248994	44795.0	62170.4033	0.867	0.818	326.0	8.821	395	0.0594	4526	0.6808	1638	0.2464	89	0.0134
Riccia_beyrichiana	2492	466180169	155659475	2442.8295	1219.0	101224	62463.6738	39871.5	243025	32632.5	56855.7404	0.932	0.9042	310.0	5.3456	187	0.075	1742	0.699	559	0.2243	4	0.0016
Riccia_sorocarpa	2060	409545359	100964476	1638.2913	861.5	76829	49011.8816	31120.0	242997	26844.5	45372.4515	0.908	0.8739	307.0	5.03	125	0.0607	1655	0.8034	275	0.1335	5	0.0024
Ripartites_tricholoma	471	58896609	25214908	2207.5372	1247.0	36954	53534.8365	32307.0	237041	25340.0	48524.7219	0.976	0.9504	301.0	7.9971	27	0.0573	367	0.7792	77	0.1635	0	0.0
Roeseliana_roeselii	60776	6605128794	3764314906	3880.7013	1067.0	120832	61937.5231	42316.0	249261	30105.5	51079.6528	0.943	0.816	316.0	9.2013	8902	0.1465	40471	0.6659	11372	0.1871	31	0.0005
Roeslerstammia_erxlebella	6462	750696752	421821953	3777.4745	517.0	117149	65277.3063	47059.0	246309	33963.5	53881.7643	0.953	0.8894	328.0	8.608	976	0.151	4167	0.6448	1311	0.2029	8	0.0012
Rosa_agrestis	14953	1937716312	1035556735	2494.5027	404.0	113427	69254.1119	52207.0	247897	44006.0	62690.4905	0.872	0.8092	318.0	7.7168	1303	0.0871	9789	0.6547	3720	0.2488	141	0.0094
Rosa_canina	4167	512249385	285615483	2730.7449	66.0	117766	68542.2325	52869.0	243329	43997.0	61476.0842	0.857	0.7943	318.0	8.1347	324	0.0778	2799	0.6717	1017	0.2441	27	0.0065
Rosa_rugosa	2885	416411004	189371717	2109.3695	236.0	104258	65640.1099	48947.0	244087	42920.0	60366.5438	0.885	0.8281	316.0	6.9283	179	0.062	2023	0.7012	666	0.2308	17	0.0059
Rosa_spinosissima	6280	801753177	425574938	2332.7046	473.0	111760	67766.7099	50594.0	247921	42605.5	61503.6245	0.894	0.8417	318.0	7.8328	656	0.1045	4021	0.6403	1550	0.2468	53	0.0084
Rosulabryum_capillare	3455	390504769	190132428	2297.9039	723.0	98182	55031.0935	32556.0	248036	25471.0	48659.2344	0.932	0.9025	322.0	8.8475	424	0.1227	2426	0.7022	592	0.1713	13	0.0038
Rubus_caesius	4258	617429747	299259306	2615.7614	791.0	116617	70281.6595	52695.0	246193	45031.5	64126.67	0.885	0.8063	325.0	6.8963	495	0.1163	2641	0.6202	1119	0.2628	3	0.0007
Rubus_idaeus	1930	284511188	154120710	4897.4741	744.5	116495	79855.2902	66947.5	249899	51131.5	68078.886	0.8775	0.7812	322.0	6.7836	141	0.0731	1257	0.6513	530	0.2746	2	0.001
Ruditapes_philippinarum	10509	1328893429	528695717	2521.4994	570.0	119490	50308.8512	23592.0	249706	14125.0	42270.7337	0.92	0.856	339.0	7.9081	2123	0.202	6443	0.6131	1685	0.1603	258	0.0246
Rumex_acetosa	21737	2862951147	1482442917	3742.4092	2264.0	121211	68199.0577	50187.0	249758	40181.0	59556.0991	0.891	0.8736	315.0	7.5925	2051	0.0944	14596	0.6715	5077	0.2336	13	0.0006
Russula_aff_farinipes	252	38985979	12840003	3621.3214	3187.0	27514	50952.3929	33591.5	248401	23882.0	42834.9643	0.9435	0.9171	302.0	6.4639	26	0.1032	194	0.7698	32	0.127	0	0.0
Russula_delica	278	46582626	10805853	2347.5791	1036.0	58148	38869.9748	22647.0	198748	18478.5	33480.5144	0.918	0.8943	301.0	5.9679	25	0.0899	229	0.8237	24	0.0863	0	0.0
Russula_faginea	307	41770960	10139048	2171.7264	1299.0	63823	33026.215	13132.0	205846	8163.0	27908.5961	0.924	0.9125	303.0	7.3496	99	0.3225	178	0.5798	30	0.0977	0	0.0
Russula_gracillima	256	41409672	11176068	2348.3984	1018.0	106210	43656.5156	24174.5	220931	19107.5	38155.7422	0.942	0.9112	300.0	6.1821	25	0.0977	198	0.7734	33	0.1289	0	0.0
Russula_nigricans	291	44242747	15346570	3569.2131	2052.0	79600	52737.354	25431.0	243089	19281.0	44847.7698	0.92	0.9096	301.0	6.5773	27	0.0928	216	0.7423	48	0.1649	0	0.0
Russula_olivacea	256	38334703	11185103	2515.293	1044.5	101752	43691.8086	21985.5	217648	18003.5	37860.9141	0.9245	0.9006	301.0	6.678	25	0.0977	204	0.7969	27	0.1055	0	0.0
Russula_vesca	357	55405491	21692645	2490.93	1039.0	30650	60763.7115	37029.0	244376	32423.0	55407.5966	0.931	0.9154	301.0	6.4434	27	0.0756	249	0.6975	81	0.2269	0	0.0
Rutilus_rutilus	10217	1097599518	643776082	3186.856	69.0	117729	63010.285	46509.0	248067	35436.0	54945.5945	0.83	0.7454	322.0	9.3085	1084	0.1061	6796	0.6652	2123	0.2078	214	0.0209
Rutpela_maculata	24568	2012868733	828811465	2812.8588	684.0	121377	33735.4064	8427.5	245819	2369.5	24409.0359	0.923	0.8767	353.0	12.2055	11117	0.4525	11149	0.4538	1899	0.0773	403	0.0164
Rymosia_fasciata	1569	225210048	111528221	3304.9446	610.0	96907	71082.3588	53360.0	248360	42530.0	61704.3155	0.908	0.8033	316.0	6.9668	172	0.1096	1011	0.6444	385	0.2454	1	0.0006
Sabra_harpagula	2837	377195007	250328507	9483.7092	567.0	118569	88237.0486	78169.0	244174	44541.0	60977.1519	0.967	0.8205	322.0	7.5213	242	0.0853	1939	0.6835	628	0.2214	28	0.0099
Sacculina_carcini	2347	264084879	156244639	7753.6327	896.0	115393	66572.066	49874.0	244287	19190.0	41138.5692	0.898	0.7777	320.0	8.8873	334	0.1423	1554	0.6621	321	0.1368	138	0.0588
Salicornia_ramosissima	3873	529492236	264284104	2582.8867	879.0	113297	68237.5688	51185.0	247006	42967.0	61480.401	0.848	0.7964	335.0	7.3146	340	0.0878	2538	0.6553	958	0.2474	37	0.0096
Salix_arbuscula	2100	351252957	157567548	2041.2567	52.0	110107	75032.1657	60790.0	247669	55842.0	70143.689	0.825	0.7655	337.0	5.9786	122	0.0581	1333	0.6348	621	0.2957	24	0.0114
Salix_cinerea	6103	974627330	441961055	2245.7963	53.0	112512	72417.017	57715.0	247793	50929.0	66956.1588	0.828	0.7704	337.0	6.2619	343	0.0562	4028	0.66	1657	0.2715	75	0.0123
Salix_herbacea	2174	389379144	161759016	2537.0511	58.0	110860	74406.1711	60819.5	248841	52858.5	68914.6633	0.828	0.7584	337.0	5.5832	132	0.0607	1394	0.6412	621	0.2856	27	0.0124
Salix_lanata	2126	353655359	152079096	1689.5263	54.0	103916	71532.9708	54690.0	247882	50766.0	67536.6585	0.84	0.7754	337.0	6.0115	126	0.0593	1380	0.6491	597	0.2808	23	0.0108
Salix_pentandra	4469	746651646	332884307	2609.6623	54.0	121405	74487.426	59358.0	245900	52442.0	68675.7386	0.83	0.7663	340.0	5.9854	183	0.0409	2995	0.6702	1241	0.2777	50	0.0112
Salix_repens	1912	341136198	136112950	1989.2945	58.0	95641	71188.7814	55438.0	237663	50749.0	66873.3363	0.821	0.7538	335.0	5.6048	106	0.0554	1258	0.6579	535	0.2798	13	0.0068
Salix_reticulata	2400	375589849	172249431	2792.8588	64.0	123023	71770.5962	55858.5	248758	48634.5	66095.2704	0.828	0.7626	340.0	6.3899	130	0.0542	1601	0.6671	640	0.2667	29	0.0121
Salix_viminalis	2087	289390935	151988870	1918.5391	52.0	122340	72826.483	57088.0	246816	51327.0	68647.0283	0.833	0.7733	337.0	7.2117	81	0.0388	1400	0.6708	588	0.2817	18	0.0086
Salmo_trutta	19654	2346603096	1245286233	2786.8785	598.5	122566	63360.4474	46467.5	247424	38901.5	56252.0788	0.875	0.7736	311.0	8.3755	812	0.0413	14723	0.7491	3815	0.1941	304	0.0155
Salpingus_planirostris	835	126664686	33772247	1796.5485	620.0	90313	40445.8048	14555.0	238614	11301.0	35393.9066	0.965	0.9288	317.0	6.5922	147	0.176	579	0.6934	109	0.1305	0	0.0
Samolus_valerandi	3371	503925252	246757344	3347.7031	668.0	123719	73200.0427	55132.0	248908	45645.0	65209.7956	0.861	0.8005	334.0	6.6895	206	0.0611	2253	0.6683	879	0.2608	33	0.0098
Sarcophaga_caerulescens	4575	592859973	336438025	6078.3974	679.0	118253	73538.3661	58873.0	248386	35290.0	55955.1716	0.93	0.8458	341.0	7.7168	570	0.1246	3026	0.6614	971	0.2122	8	0.0017
Sarcophaga_carnaria	14	1998896	1166677	19195.2143	6845.5	84425	83334.0714	75615.0	212239	18146.0	44486.6429	0.9005	0.7656	370.5	7.0039	2	0.1429	11	0.7857	1	0.0714	0	0.0
Sarcophaga_rosellei	3790	536022085	282803938	7280.4021	626.0	116771	74618.4533	60010.0	248193	29431.5	51561.6847	0.914	0.8173	339.0	7.0706	627	0.1654	2419	0.6383	740	0.1953	4	0.0011
Sarcophaga_subvicina	5127	688455423	362213071	6987.6134	921.0	114402	70648.1512	51445.0	249062	28698.0	50276.1908	0.917	0.8174	339.0	7.4471	774	0.151	3387	0.6606	958	0.1869	8	0.0016
Sarcophaga_vagans	4983	673467746	366146599	7696.8077	809.0	120752	73479.1489	57855.0	248822	31131.0	51426.9063	0.92	0.8376	343.0	7.399	654	0.1312	3398	0.6819	927	0.186	4	0.0008
Sarcophaga_variegata	14	2029690	1474117	19463.5	10181.5	73242	105294.0714	78318.0	241838	27825.0	65924.8571	0.9085	0.762	367.5	6.8976	1	0.0714	8	0.5714	4	0.2857	1	0.0714
Sardina_pilchardus	7367	859750597	529500343	8228.1636	380.0	122498	71874.6224	56194.0	243599	20755.0	43036.4945	0.789	0.6949	316.0	8.5688	1574	0.2137	4583	0.6221	1098	0.149	112	0.0152
Sargus_bipunctatus	11958	1281565556	625248749	2699.2789	756.0	114419	52287.0672	28150.0	249229	18288.5	44145.7106	0.939	0.8883	319.0	9.3308	2766	0.2313	7198	0.6019	1971	0.1648	23	0.0019
Saturnia_pavonia	2916	489824894	245652132	2781.4324	434.0	106816	84242.8436	71835.0	245207	60627.5	76362.9026	0.944	0.8837	331.0	5.9531	138	0.0473	1760	0.6036	967	0.3316	51	0.0175
Saxifraga_aizoides	11218	1434562844	781684897	3522.3702	898.0	123515	69681.3066	52344.0	248392	40208.5	60432.5881	0.857	0.8056	324.0	7.8198	1029	0.0917	7225	0.6441	2718	0.2423	246	0.0219
Scaeva_pyrastri	1603	320029822	98586063	2382.4916	625.0	99213	61500.975	36923.0	247264	28452.0	55765.408	0.921	0.8813	342.0	5.0089	257	0.1603	978	0.6101	366	0.2283	2	0.0012
Scaeva_selenitica	2966	459326974	187126516	2332.4528	879.5	113309	63090.5314	39390.5	247087	33480.0	57300.9029	0.924	0.8905	336.0	6.4573	371	0.1251	1901	0.6409	693	0.2336	1	0.0003
Scambus_nigricans	8	1150902	641478	9030.375	581.0	46145	80184.75	45190.0	223093	35792.5	60268.625	0.9965	0.7777	327.0	6.9511	1	0.125	5	0.625	2	0.25	0	0.0
Scapania_compacta	2055	313333010	149735428	3317.1187	2385.0	108627	72863.9552	54346.0	248249	46795.0	65544.4813	0.905	0.8952	310.0	6.5585	115	0.056	1383	0.673	556	0.2706	1	0.0005
Scapania_gracilis	1416	314332564	93602507	2590.0826	1270.5	103488	66103.4654	41996.0	245955	36533.0	60556.1236	0.93	0.9063	307.0	4.5048	104	0.0734	960	0.678	352	0.2486	0	0.0
Scapania_ornithopodioides	6119	929905074	453477233	2880.9086	1714.0	115168	74109.6965	56803.0	247821	49161.0	67715.1559	0.903	0.8869	308.0	6.5802	459	0.075	3958	0.6468	1693	0.2767	9	0.0015
Scapania_undulata	1094	248792810	68898587	2399.9963	1177.5	83021	62978.5987	43700.0	243847	35922.0	57639.3583	0.939	0.9151	307.0	4.3972	109	0.0996	748	0.6837	237	0.2166	0	0.0
Scaphidium_quadrimaculatum	10686	1263560682	644595572	3667.3468	645.0	122191	60321.5022	39026.0	248319	28475.5	51014.0498	0.892	0.8497	327.0	8.4571	1959	0.1833	6555	0.6134	2095	0.1961	77	0.0072
Scardinius_erythrophthalmus	11849	1207461599	656510929	3262.5649	196.0	117575	55406.4418	36030.0	247393	26399.0	47866.0953	0.86	0.7562	322.0	9.8131	1675	0.1414	8016	0.6765	2007	0.1694	151	0.0127
Scathophaga_furcata	9221	766992700	380233509	4014.5843	891.0	121278	41235.6045	16431.0	246712	2244.0	23403.3226	0.954	0.8935	391.0	12.0223	4447	0.4823	4115	0.4463	651	0.0706	8	0.0009
Scathophaga_inquinata	6271	645453350	320683586	3706.1598	804.0	119177	51137.5516	30421.0	247767	16225.0	39782.7857	0.933	0.8705	362.0	9.7157	1859	0.2964	3564	0.5683	843	0.1344	5	0.0008
Scellus_notatus	2675	444156014	196083844	8771.7529	1140.0	119871	73302.3716	51291.0	248828	22482.0	48272.2269	0.913	0.8263	376.0	6.0227	503	0.188	1662	0.6213	498	0.1862	12	0.0045
Scheuchzeria_palustris	3412	509729549	258575199	4135.1413	1965.5	118123	75784.056	60824.0	249206	47805.5	65616.6389	0.889	0.8618	312.0	6.6937	254	0.0744	2199	0.6445	911	0.267	48	0.0141
Schistidium_strictum	1450	244008240	93007554	3512.1303	1923.5	97221	64143.1407	42101.5	244698	32914.5	56521.0241	0.956	0.9267	319.0	5.9424	61	0.0421	1075	0.7414	310	0.2138	4	0.0028
Schizoporella_japonica	1511	253100899	89475255	4370.5897	1006.0	118967	59215.9199	38019.0	243808	25956.0	50085.1297	0.903	0.8307	316.0	5.97	155	0.1026	1085	0.7181	265	0.1754	6	0.004
Schizopyga_frigida	2595	389514647	145571885	3270.1079	531.0	118763	56097.0655	33671.0	242383	21475.0	46345.7746	0.939	0.8476	335.0	6.6621	536	0.2066	1604	0.6181	440	0.1696	15	0.0058
Schizotus_pectinicornis	1236	170557350	78047196	3629.2403	825.0	115992	63144.9806	41124.5	248225	30729.0	54347.8997	0.946	0.9009	326.0	7.2468	152	0.123	812	0.657	272	0.2201	0	0.0
Schoenobius_gigantella	10386	1022343982	500970962	2437.1068	511.0	119226	48235.2168	21633.0	245712	13371.5	41034.4346	0.96	0.9118	325.0	10.159	2247	0.2163	6526	0.6283	1571	0.1513	42	0.004
Schoenobius_gigantellus	10367	1022343982	493855091	2380.1796	513.0	115268	47637.223	21166.0	246142	13048.0	40527.7047	0.96	0.9119	325.0	10.1404	2254	0.2174	6515	0.6284	1556	0.1501	42	0.0041
Schoenoplectus_lacustris	2804	482055364	216362722	2779.5917	368.0	106398	77162.169	61102.5	246678	53011.0	70212.7518	0.8575	0.8012	345.0	5.8168	183	0.0653	1746	0.6227	836	0.2981	39	0.0139
Schoenoplectus_tabernaemontani	2824	527919757	198722393	2742.9706	434.0	107832	70369.1193	54883.5	247332	47900.5	63985.1115	0.874	0.8255	342.5	5.3493	135	0.0478	1968	0.6969	696	0.2465	25	0.0089
Schoenoplectus_triqueter	3257	575308308	261938431	5312.5616	591.0	122928	80423.2211	65217.0	247925	49759.0	68134.7442	0.875	0.8222	348.0	5.6613	249	0.0765	2042	0.627	929	0.2852	37	0.0114
Schoenus_nigricans	5953	772589441	363339375	4291.4077	1349.0	121839	61034.6674	41190.0	247453	24227.0	48848.1561	0.914	0.8742	329.0	7.7053	1135	0.1907	3689	0.6197	1107	0.186	22	0.0037
Schrankia_costaestrigalis	6171	571474337	323234290	5685.9869	616.0	119366	52379.5641	25918.0	246709	3472.0	27595.8036	0.973	0.8718	337.0	10.7984	2573	0.417	3020	0.4894	564	0.0914	14	0.0023
Schreckensteinia_festaliella	4967	568532845	365174176	8596.6684	628.0	116645	73520.0676	60076.0	249734	24728.0	45668.4836	0.938	0.8148	338.0	8.7365	1134	0.2283	3003	0.6046	825	0.1661	5	0.001
Sciapus_platypterus	7299	993736906	443612490	2589.0406	462.0	105980	60777.1599	38713.0	247448	28986.0	54587.4776	0.929	0.8167	355.0	7.345	1118	0.1532	4586	0.6283	1579	0.2163	16	0.0022
Scirpus_sylvaticus	1927	311863910	114651691	3330.4878	819.0	110221	59497.5044	36401.0	247911	23929.0	51076.4437	0.908	0.8634	332.0	6.179	268	0.1391	1274	0.6611	382	0.1982	3	0.0016
Sciurus_carolinensis	13535	2804125681	1167169187	3933.3437	1414.0	118274	86233.4087	73142.0	248297	61269.0	77004.046	0.915	0.8742	320.0	4.8268	422	0.0312	8696	0.6425	4400	0.3251	17	0.0013
Sciurus_vulgaris	14579	2866518543	1254568160	3438.1805	1048.0	113927	86053.101	72921.0	248762	62564.0	77776.9783	0.905	0.8475	319.0	5.086	385	0.0264	9422	0.6463	4750	0.3258	22	0.0015
Scomber_scombrus	5439	748364671	387069349	2793.7128	65.0	112837	71165.5358	55466.0	245441	46576.0	64220.0375	0.747	0.6833	315.0	7.2678	212	0.039	3656	0.6722	1402	0.2578	169	0.0311
Scoparia_ambigualis	12	1332343	938843	758.6667	677.5	1309	78236.9167	75562.5	167742	50969.5	65339.25	0.999	0.9903	320.5	9.0067	0	0.0	10	0.8333	2	0.1667	0	0.0
Scoparia_pyralella	8777	926194112	496067172	4420.3272	660.0	121616	56518.9896	34419.0	247675	18972.0	42584.6067	0.944	0.8765	325.0	9.4764	1873	0.2134	5578	0.6355	1312	0.1495	14	0.0016
Scophthalmus_maximus	3102	549138129	232722458	3506.4059	49.0	111398	75023.3585	62193.5	243691	52667.0	68160.451	0.73	0.659	308.0	5.6489	90	0.029	2017	0.6502	855	0.2756	140	0.0451
Scopula_ornata	4196	482430480	305165689	6078.6871	469.5	119091	72727.7619	57345.5	248426	28667.0	49736.8634	0.934	0.8247	332.0	8.6976	532	0.1268	2575	0.6137	762	0.1816	327	0.0779
Scotophaeus_blackwalli	9612	1208748987	565098016	2891.894	538.0	114503	58790.8881	38077.0	247853	19649.0	47021.4816	0.931	0.8796	345.0	7.952	2729	0.2839	5036	0.5239	1779	0.1851	68	0.0071
Scotopteryx_bipunctaria	2172	326020777	188652785	11857.0971	641.0	107712	86856.715	77797.5	245888	34739.0	55721.5562	0.935	0.7709	320.0	6.6622	325	0.1496	1371	0.6312	473	0.2178	3	0.0014
Scotopteryx_chenopodiata	2318	335255646	229855616	19581.4137	1863.0	116226	99161.1803	95694.5	247553	31564.5	49655.8486	0.731	0.6728	322.0	6.9141	337	0.1454	1589	0.6855	385	0.1661	7	0.003
